systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
GitHub_createOrganizationRepository;12;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;946;425;1371;10000;GPT-4o
GitHub_createOrganizationRepository;13;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.99;948;522;1470;10000;GPT-4o
GitHub_createOrganizationRepository;14;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;927;418;1345;10000;GPT-4o
GitHub_createOrganizationRepository;15;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;945;420;1365;10000;GPT-4o
GitHub_createOrganizationRepository;16;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;903;427;1330;10000;GPT-4o
GitHub_createOrganizationRepository;17;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;917;475;1392;10000;GPT-4o
GitHub_createOrganizationRepository;18;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;883;362;1245;10000;GPT-4o
GitHub_createOrganizationRepository;19;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;887;612;1499;10000;GPT-4o
GitHub_createOrganizationRepository;20;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.8;883;517;1400;10000;GPT-4o
GitHub_createOrganizationRepository;21;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.95;878;456;1334;10000;GPT-4o
GitHub_createOrganizationRepository;22;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.9;887;498;1385;10000;GPT-4o
GitHub_createOrganizationRepository;23;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.95;877;475;1352;10000;GPT-4o
GitHub_createOrganizationRepository;24;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.9;875;451;1326;10000;GPT-4o
GitHub_createOrganizationRepository;25;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;878;450;1328;10000;GPT-4o
GitHub_createOrganizationRepository;26;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;874;484;1358;10000;GPT-4o
GitHub_createOrganizationRepository;27;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.8;843;486;1329;10000;GPT-4o
GitHub_createOrganizationRepository;28;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.8;900;367;1267;10000;GPT-4o
GitHub_createOrganizationRepository;29;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.8;900;430;1330;10000;GPT-4o
GitHub_createOrganizationRepository;30;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.8;905;411;1316;10000;GPT-4o
GitHub_createOrganizationRepository;31;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.8;900;499;1399;10000;GPT-4o
GitHub_createOrganizationRepository;32;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;904;485;1389;10000;GPT-4o
GitHub_createOrganizationRepository;33;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;947;391;1338;10000;GPT-4o
GitHub_createOrganizationRepository;34;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.9;1014;408;1422;10000;GPT-4o
GitHub_createOrganizationRepository;35;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.85;1111;478;1589;10000;GPT-4o
GitHub_createOrganizationRepository;36;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;FP;FN;0.7;961;445;1406;10000;GPT-4o
GitHub_createOrganizationRepository;37;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1032;428;1460;10000;GPT-4o
GitHub_createOrganizationRepository;38;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1019;454;1473;10000;GPT-4o
GitHub_createOrganizationRepository;39;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.85;1143;453;1596;10000;GPT-4o
GitHub_createOrganizationRepository;40;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;FP;FN;0.7;1127;511;1638;10000;GPT-4o
GitHub_createOrganizationRepository;41;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.9;1179;513;1692;10000;GPT-4o
GitHub_createOrganizationRepository;42;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.9;1191;465;1656;10000;GPT-4o
GitHub_createOrganizationRepository;43;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1131;461;1592;10000;GPT-4o
GitHub_createOrganizationRepository;44;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1135;452;1587;10000;GPT-4o
GitHub_createOrganizationRepository;45;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;FP;FN;0.85;1131;588;1719;10000;GPT-4o
GitHub_createOrganizationRepository;46;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1076;447;1523;10000;GPT-4o
GitHub_createOrganizationRepository;47;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1157;479;1636;10000;GPT-4o
GitHub_createOrganizationRepository;48;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;918;424;1342;10000;GPT-4o
GitHub_createOrganizationRepository;49;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;892;533;1425;10000;GPT-4o
GitHub_createOrganizationRepository;50;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.7;892;555;1447;10000;GPT-4o
GitHub_createOrganizationRepository;51;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1109;424;1533;10000;GPT-4o
GitHub_createOrganizationRepository;52;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;873;459;1332;10000;GPT-4o
GitHub_createOrganizationRepository;53;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;881;470;1351;10000;GPT-4o
GitHub_createOrganizationRepository;54;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;881;429;1310;10000;GPT-4o
GitHub_createOrganizationRepository;55;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.85;876;514;1390;10000;GPT-4o
GitHub_createOrganizationRepository;56;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;882;522;1404;10000;GPT-4o
GitHub_createOrganizationRepository;57;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;FP;TP;FP;0.95;1079;396;1475;100;GPT-4o
GitHub_createOrganizationRepository;58;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.NonZero;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;827;354;1181;10000;GPT-4o
GitHub_createOrganizationRepository;59;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.NonZero;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;833;442;1275;10000;GPT-4o
GitHub_createOrganizationRepository;60;daikon.inv.unary.string.OneOfString;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.string.OneOfString;GitHub_createOrganizationRepository-Specific values;TP;FP;FN;0.8;931;452;1383;10000;GPT-4o
GitHub_createOrganizationRepository;61;daikon.inv.unary.string.OneOfString;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.string.OneOfString;GitHub_createOrganizationRepository-Specific values;TP;FP;FN;0.9;911;399;1310;10000;GPT-4o
GitHub_createOrganizationRepository;62;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.NonZero;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;833;402;1235;10000;GPT-4o
GitHub_createOrganizationRepository;63;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.OneOfScalar;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.95;886;462;1348;10000;GPT-4o
GitHub_createOrganizationRepository;64;daikon.inv.unary.string.OneOfString;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.string.OneOfString;GitHub_createOrganizationRepository-Specific values;TP;FP;FN;0.8;905;444;1349;10000;GPT-4o
GitHub_createOrganizationRepository;65;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.NonZero;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;836;456;1292;10000;GPT-4o
GitHub_createOrganizationRepository;66;daikon.inv.unary.stringsequence.OneOfStringSequence;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.stringsequence.OneOfStringSequence;GitHub_createOrganizationRepository-Specific values;TP;FP;FN;0.7;863;455;1318;10000;GPT-4o
GitHub_createOrganizationRepository;67;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.OneOfScalar;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.95;903;421;1324;10000;GPT-4o
GitHub_createOrganizationRepository;68;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.OneOfScalar;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.95;853;449;1302;10000;GPT-4o
GitHub_createOrganizationRepository;69;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.OneOfScalar;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.9;859;430;1289;10000;GPT-4o
GitHub_createOrganizationRepository;70;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.OneOfScalar;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.85;862;436;1298;10000;GPT-4o
GitHub_createOrganizationRepository;71;daikon.inv.unary.scalar.OneOfScalar;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.scalar.OneOfScalar;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.9;853;467;1320;10000;GPT-4o
GitHub_createOrganizationRepository;72;daikon.inv.unary.string.OneOfString;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.string.OneOfString;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.95;924;455;1379;10000;GPT-4o
GitHub_createOrganizationRepository;73;daikon.inv.unary.string.OneOfString;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.string.OneOfString;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.9;914;449;1363;10000;GPT-4o
GitHub_createOrganizationRepository;74;daikon.inv.unary.string.OneOfString;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.string.OneOfString;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.95;939;453;1392;10000;GPT-4o
GitHub_createOrganizationRepository;75;daikon.inv.unary.string.OneOfString;Specific values;GitHub_createOrganizationRepository-daikon.inv.unary.string.OneOfString;GitHub_createOrganizationRepository-Specific values;TP;TP;TP;0.9;928;524;1452;10000;GPT-4o
GitHub_createOrganizationRepository;76;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntLessThan;GitHub_createOrganizationRepository-Arithmetic comparisons;FP;FP;TN;0.8;984;450;1434;10000;GPT-4o
GitHub_createOrganizationRepository;77;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;964;486;1450;10000;GPT-4o
GitHub_createOrganizationRepository;78;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntLessThan;GitHub_createOrganizationRepository-Arithmetic comparisons;FP;FP;TN;0.8;989;480;1469;10000;GPT-4o
GitHub_createOrganizationRepository;79;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;944;441;1385;10000;GPT-4o
GitHub_createOrganizationRepository;80;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntGreaterThan;GitHub_createOrganizationRepository-Arithmetic comparisons;FP;FP;TN;0.9;943;405;1348;10000;GPT-4o
GitHub_createOrganizationRepository;81;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntLessThan;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;949;463;1412;10000;GPT-4o
GitHub_createOrganizationRepository;82;daikon.inv.unary.string.FixedLengthString;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.FixedLengthString;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;948;466;1414;10000;GPT-4o
GitHub_createOrganizationRepository;83;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;954;408;1362;10000;GPT-4o
GitHub_createOrganizationRepository;84;daikon.inv.unary.string.FixedLengthString;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.FixedLengthString;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;976;449;1425;10000;GPT-4o
GitHub_createOrganizationRepository;85;daikon.inv.unary.string.FixedLengthString;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.FixedLengthString;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;950;329;1279;10000;GPT-4o
GitHub_createOrganizationRepository;86;daikon.inv.unary.string.FixedLengthString;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.FixedLengthString;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;982;355;1337;10000;GPT-4o
GitHub_createOrganizationRepository;87;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;977;411;1388;10000;GPT-4o
GitHub_createOrganizationRepository;88;daikon.inv.unary.string.FixedLengthString;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.FixedLengthString;GitHub_createOrganizationRepository-Specific formats;TP;FP;FN;0.8;906;451;1357;10000;GPT-4o
GitHub_createOrganizationRepository;89;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;947;387;1334;10000;GPT-4o
GitHub_createOrganizationRepository;90;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;946;431;1377;10000;GPT-4o
GitHub_createOrganizationRepository;91;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;997;438;1435;10000;GPT-4o
GitHub_createOrganizationRepository;92;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1011;347;1358;10000;GPT-4o
GitHub_createOrganizationRepository;93;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1005;401;1406;10000;GPT-4o
GitHub_createOrganizationRepository;94;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1021;401;1422;10000;GPT-4o
GitHub_createOrganizationRepository;95;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;991;386;1377;10000;GPT-4o
GitHub_createOrganizationRepository;96;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;992;420;1412;10000;GPT-4o
GitHub_createOrganizationRepository;97;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;984;350;1334;10000;GPT-4o
GitHub_createOrganizationRepository;98;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;975;463;1438;10000;GPT-4o
GitHub_createOrganizationRepository;99;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1001;473;1474;10000;GPT-4o
GitHub_createOrganizationRepository;100;daikon.inv.unary.string.FixedLengthString;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.FixedLengthString;GitHub_createOrganizationRepository-Specific formats;TP;FP;FN;0.7;885;539;1424;10000;GPT-4o
GitHub_createOrganizationRepository;101;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;966;425;1391;10000;GPT-4o
GitHub_createOrganizationRepository;102;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;964;379;1343;10000;GPT-4o
GitHub_createOrganizationRepository;103;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1013;386;1399;10000;GPT-4o
GitHub_createOrganizationRepository;104;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1036;455;1491;10000;GPT-4o
GitHub_createOrganizationRepository;105;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1022;383;1405;10000;GPT-4o
GitHub_createOrganizationRepository;106;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1011;386;1397;10000;GPT-4o
GitHub_createOrganizationRepository;107;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1037;417;1454;10000;GPT-4o
GitHub_createOrganizationRepository;108;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;990;407;1397;10000;GPT-4o
GitHub_createOrganizationRepository;109;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1034;419;1453;10000;GPT-4o
GitHub_createOrganizationRepository;110;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1041;393;1434;10000;GPT-4o
GitHub_createOrganizationRepository;111;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1012;341;1353;10000;GPT-4o
GitHub_createOrganizationRepository;112;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;993;435;1428;10000;GPT-4o
GitHub_createOrganizationRepository;113;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;1006;361;1367;10000;GPT-4o
GitHub_createOrganizationRepository;114;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;993;381;1374;10000;GPT-4o
GitHub_createOrganizationRepository;115;daikon.inv.unary.string.IsUrl;Specific formats;GitHub_createOrganizationRepository-daikon.inv.unary.string.IsUrl;GitHub_createOrganizationRepository-Specific formats;TP;TP;TP;0.95;987;416;1403;10000;GPT-4o
